"","display_id","site_name","primary_agency_type","address","web_url","apa_accred","number_of_slots","high_stipend","appi_intervention_hours","appi_assess_hours","chance_of_interview","chance_of_intership"
"4693",384,"Pennsylvania Hospital, University of Penn Health System","Academic Health Center","Manning Street Behavioral Health Services245 South 8th StreetPhiladelphia, Pennsylvania 19107","http://www.uphs.upenn.edu/pahedu/gme/psych.html","Accredited",5,22827,400,40,0.17,0.13
"4705",89,"Pennsylvania State University","University Counseling Center","501 Student Health Center University Park, Pennsylvania 16802-4601","http://studentaffairs.psu.edu/counseling/","Accredited",4,27000,400,0,0.28,0.1
"4717",191,"Philhaven","Private Psychiatric Hospital","P.O. Box 550283 S. Butler Rd.Mt. Gretna, Pennsylvania 17064-0550","http://www.philhaven.org","Accredited",4,26500,300,0,0.55,0.12
"4729",584,"Phoenix VA Health Care System","Veterans Affairs Medical Center","650 E. Indian School RoadMail Stop Code 116BPhoenix, Arizona 85012-1892","http://www.phoenix.va.gov/careers/internships_residencies/internships.asp","Accredited",7,24520,250,50,0.26,0.15
"4741",19,"Pilgrim Psychiatric Center","State/County/Other Public Hospital","998 Crooked Hill Rd. West Brentwood, New York 11717-9000","https://www.omh.ny.gov/omhweb/facilities/pgpc/","Accredited",4,32400,0,0,0.33,0.14
"4753",635,"Pine Grove Behavioral Health & Addiction Services","State/County/Other Public Hospital","Pine Grove Outpatient Services1 Lincoln Parkway, Suite 202Hattiesburg, Mississippi 39402","http://www.pinegrovetreatment.com/psychology-internship.html","Accredited",3,22360,500,200,0.46,0.12
"4765",467,"Pine Rest Christian Mental Health Services","Private Psychiatric Hospital","Pine Rest Psychological Consultation Center300 68th Street SEGrand Rapids, Michigan 49501-0165","http://www.pinerest.org/psychology-internship-program","Accredited",4,20000,200,200,0.33,0.17
"4777",1538,"Ponce Health Sciences University","Consortium","279 Monterrey St.Psychoneurometrics BuildingPonce, Puerto Rico 00732","http://www.psm.edu","Accredited",20,15000,1100,90,0.89,0.67
"4789",371,"Portland State University","University Counseling Center","P.O. Box 751 -- SHAC Portland , Oregon 97207-0751","http://www.pdx.edu/shac/counseling","Not Accredited",2,25000,400,10,0.41,0.09
"4801",452,"Portland VA Medical Center","Veterans Affairs Medical Center","3710 SW US Veterans Hosptial RoadP.O. Box 1034Portland, Oregon 97239","http://www.portland.va.gov/cptp.asp","Accredited",7,25274,0,0,0.27,0.13
"4813",310,"Primary Care Psychology Associates","Private Outpatient Clinic","1460 N HalstedSuite 504Chicago, Illinois 60642","http://www.pcpachicago.com","Not Accredited",3,20000,550,0,0.29,0.16
"4825",399,"Primary Children's Hospital","Child/Adolescent Psychiatric or Pediatrics","5770 S. 1500 W.Building ASalt Lake City, Utah 84123","https://intermountainhealthcare.org/careers/residencies-training/medical-resident-fellow-training/pediatric-residencies-internships/psychology-internship/","Accredited",5,23000,400,100,0.28,0.15
"4837",3,"Princeton House Behavioral Health","Private Psychiatric Hospital","905 Herrontown Road Princeton, New Jersey 08540","http://www.princetonhcs.org/page7151.aspx","Accredited",6,25813,500,0,0.21,0.14
"4849",224,"Psychiatric Institute of Washington","Private Psychiatric Hospital","4228 Wisconsin Ave, NW Washington, DC, District of Columbia 20016-2138","http://www.psychinstitute.com/","Not Accredited",2,20000,0,50,0.45,0.09
"4861",1436,"Psychological Center for Expert Evaluations, Inc.","Private Outpatient Clinic","3307 Northlake Blvd.Suite 101Palm Beach Gardens, Florida 33403","http://www.forensicpsychologicalcenter.com","Not Accredited",2,21000,500,100,0.4,0.1
"4873",1421,"Puget Sound Psychiatric Center","Private Outpatient Clinic","10634 E Riverside Dr Bothell, Washington 98011","http://www.pspctraining.com","Not Accredited",3,24000,0,0,0.75,0.33
"4885",227,"Purdue University","University Counseling Center","703 Third Street, Psychological Sciences Building, Room 1120Purdue UniversityWest Lafayette, Indiana 47907-2081","http://www.purdue.edu/caps","Accredited",3,25132,500,0,0.47,0.08
"4897",200,"Queen Elizabeth II Health Sciences Centre","State/County/Other Public Hospital","Room 334, Bethune Building1276 South Park StreetHalifax, Nova Scotia B3H2Y9","http://www.cdha.nshealth.ca/psychology/psychology-qeii","Not Accredited",2,27500,0,0,0.52,0.1
"4909",504,"RAMS, Inc.","Community Mental Health Center","3626 Balboa Street San Francisco, California 94121","http://www.ramsinc.org","Accredited",3,27040,500,0,0.29,0.1
"4921",770,"Range Mental Health Predoctoral Internship","Community Mental Health Center","3203 W. 3rd. Ave. Hibbing, Minnesota 55746","http://www.rangementalhealth.org","Not Accredited",4,19000,500,300,0.88,0.21
"4933",661,"Rappahannock Area Community Services Board","Community Mental Health Center","600 Jackson Street Fredericksburg, Virginia 22401","http://racsb.state.va.us","Not Accredited",3,20800,500,50,0.27,0.25
"4945",615,"Reading Hospital","Private General Hospital","6th Ave & Spruce Street West Reading, Pennsylvania 19611","http://www.readinghealth.org","Accredited",4,23664,500,0,0.23,0.15
"4957",482,"Regina Qu'Appelle Health Region","Community Mental Health Center","2110 Hamilton StreetDr. Katherine OwensMental Health Clinic, 3rd floor REGINA, Saskatchewan S4P 2E3","http://www.rqhealth.ca/careers/careers-files/internship.pdf","Not Accredited",2,31500,0,0,0.44,0.12
"4969",693,"Richard L Roudebush Indianapolis VAMC","Veterans Affairs Medical Center","1481 West 10th Street (116P) Indianapolis, Indiana 46202","http://www.indianapolis.va.gov/","Accredited",4,24083,500,60,0.29,0.11
"4981",5,"River Valley Health Fredericton Predoctoral Internship in Clinical Psychology","State/County/Other Public Hospital","c/o Stan Cassidy Centre for Rehabilitation 800 Priestman StreetFredericton , New Brunswick E3B0C7","http://www.horizonNB.ca","Not Accredited",2,25000,100,100,0.48,0.12
"4993",472,"Rocky Mountain Behavioral Healthcare","Private Outpatient Clinic","Park Ridge Behavioral Healthcare2435 King Blvd.Casper, Wyoming 82604","http://www.prbhealth.com","Not Accredited",2,20001,0,0,0.33,0.2
"5005",140,"Rogers Memorial Hospital","Private Psychiatric Hospital","11101 West Lincoln AvenueWest Allis, Wisconsin 53227","http://rogerscenter.org/current-programs/2014-2015","Accredited",6,20500,400,0,0.37,0.11
"5017",136,"Rush University Medical Center","Academic Health Center","1645 W. Jackson Blvd Suite 400 Chicago, Illinois 60612-3864","http://www.rush.edu/professionals/gme/psychology","Accredited",9,29561,500,0,0.3,0.12
"5029",723,"Rutgers Biomedical and Health Sciences","Community Mental Health Center","183 South Orange AvenuePO Box 1709Newark, New Jersey 07101-1709","http://ubhc.rutgers.edu/psyinnw/index.html","Accredited",8,25000,350,50,0.41,0.1
"5041",1367,"Rutgers Health Services - CAPS","University Counseling Center","17 Senior Street New Brunswick, New Jersey 08901-8534","http://  http://rhscaps.rutgers.edu/","Accredited",4,24000,500,0,0.27,0.1
"5053",202,"Saint Elizabeths Hospital","State/County/Other Public Hospital","1100 Alabama Ave. SE Washington, District of Columbia 20032","","Accredited",8,27520,0,0,0.25,0.17
"5065",552,"Saint John's Child and Family Development Center","Community Mental Health Center","1339 20th Street Santa Monica, California 90404-2033","http://www.newstjohns.org/cfdc-psychology-program.aspx","Accredited",5,37440,500,0,0.23,0.11
"5077",1521,"Saint Peter's University Hospital","Child/Adolescent Psychiatric or Pediatrics","123 How Lane New Brunswick, New Jersey 08901","http://www.saintpetershcs.com/DBHersh-Child-Protection-Center/","Not Accredited",2,25000,0,0,0.68,0.09
"5089",872,"Salina Regional Health Center","Private General Hospital","400 South Santa Fe Ave Salina, Kansas 67401","http://www.srhc.com/   http://www.veridianbh.com/","Not Accredited",2,23764,400,50,0.41,0.09
"5101",457,"San Bernardino County Department of Behavioral Health","Community Mental Health Center","1950 South Sunwest LaneSuite 200San Bernardino, California 92408","http://www.sbcounty.gov/dbh/InternshipProgram/psychint/default.htm","Accredited",6,28880,400,40,0.25,0.16
"5113",103,"San Juan Internship Program in Clinical Psychology Consortium","Consortium","PO Box 9029711 San Juan, Puerto Rico 00902-3711","http://www.albizu.edu","Not Accredited",7,15000,500,200,0,Inf
"5125",1640,"San Mateo Medical Center","State/County/Other Public Hospital","222 W. 39th Ave. HOS316OCSan Mateo, California 94403","http://www.smmcpsychologytraining.com","Not Accredited",4,25000,500,0,0,0
"5137",198,"Santa Ana College","University Counseling Center","1530 W. 17th Street Santa Ana, California 92706-3398","http://www.sac.edu/StudentServices/HealthCenter/PsychologicalServices/Pages/default.aspx","Accredited",3,24000,400,50,0.49,0.12
"5149",365,"Santa Clara University","University Counseling Center","Santa Clara University 500 El Camino RealCowell CenterSanta Clara, California 95053-1055","http://www.scu.edu/student life/osl/caps/","Not Accredited",2,24000,400,0,0.22,0.17
"5161",43,"Sarah A. Reed Children's Center","Child/Adolescent Psychiatric or Pediatrics","2445 W. 34th Street Erie, Pennsylvania 16506","http://www.sarahreed.org","Accredited",3,23667,200,200,0.51,0.16
"5173",634,"Saskatoon Health Region Clinical Psychology Residency","State/County/Other Public Hospital","Room 223, Ellis Hall, Royal University Hospital103 Hospital DriveSaskatoon, Saskatchewan S7N OW8","http://www.saskatoonhealthregion.ca/joinourteam/Programs-Incentives/Pages/Home.aspx","Not Accredited",4,33180,250,250,0.47,0.1
"5185",842,"School of Professional Psychology/Pacific U.","Community Mental Health Center","1411 SW Morrison AveSuite 310Portland, Oregon 97202","http://www.pscpacific.org","Accredited",4,26000,400,100,0.32,0.11
"5197",294,"Scott & White Healthcare","Academic Health Center","2401 South 31st. StreetMS-22-114DTemple, Texas 76508","http://healthcare-professionals.sw.org/graduate-medical-education/fellowships/psychology/clinical-psychology-internship-program/clinical-psychology-internship-program","Accredited",4,24728,250,250,0.56,0.1
"5209",441,"Shared Vision Psychological Services, Inc.","Private Outpatient Clinic","Shared Vision Psychological Services1200 Harger RoadSuite 600 Oak Brook , Illinois 60523","http://www.buildinghealthyconnections.org","Accredited",3,20000,0,0,0.29,0.09
"5221",170,"Sharp HealthCare","Private Psychiatric Hospital","7850 Vista Hill AvenueSharp Mesa Vista HospitalSan Diego, California 92123-2790","http://www.sharp.com/appic","Accredited",7,23088,500,75,0.22,0.18
"5233",777,"Sheridan VA Health Care Systen","Veterans Affairs Medical Center","1898 Fort Rd.Building 8Sheridan, Wyoming 82801","http://www.sheridan.va.gov/careers/Clinical_Psychology_Internship_Training_Program.asp","Not Accredited",2,24014,0,0,0.74,0.14
"5245",286,"Sioux Falls VA Health Care System","Veterans Affairs Medical Center","2501 W. 22nd StreetPO Box 5046Sioux Falls, South Dakota 57117","http://www.siouxfalls.va.gov","Accredited",2,24014,250,50,0.45,0.11
"5257",481,"South Arkansas Regional Health Center","Community Mental Health Center","715 North College El Dorado, Arkansas 71730","http://www.sarhc.org","Accredited",3,23000,0,0,0.25,0.19
"5269",810,"South Campus Therapeutic Day School","School District","909-FE. Wilmette Road Palatine, Illinois 60074","http://southcampus.net","Not Accredited",3,23000,600,0,0.89,0.12
"5281",520,"South Florida Evaluation and Treatment Center","Private Psychiatric Hospital","18680 S.W. 376th Street Florida City, Florida 33034","http://www.correctcarers.com","Not Accredited",4,20176,200,100,0.86,0.21
"5293",544,"South Shore Mental Health Center, Inc.","Community Mental Health Center","500 Victory Road Quincy, Massachusetts 02171","http://www.ssmh.org","Accredited",6,22250,500,100,0.58,0.08
"5305",536,"South Texas Veterans Health Care System","Veterans Affairs Medical Center","Psychology Service (116B)7400 Merton Minter Blvd.San Antonio, Texas 78229-4404","http://www.southtexas.va.gov/psychology","Accredited",6,23974,0,0,0.39,0.12
"5317",8,"Southeast Human Service Center","Community Mental Health Center","2624 9th Avenue S Fargo, North Dakota 58103-2350","http://www.nd.gov/dhs/info/pubs/docs/sehsc-apa-psychology-internship-information.pdf","Accredited",4,28080,300,0,0.47,0.09
"5329",304,"Southeast Louisiana Veterans Health Care System","Veterans Affairs Medical Center","P.O. Box 61011 New Orleans, Louisiana 70161-1011","http://www.psychologytraining.va.gov","Accredited",5,23974,300,100,0.34,0.1
"5341",551,"Southeastern Idaho Psychology Internship Consortium","Consortium","State Hospital South700 E. Alice StBlackfoot, Idaho 83221","http://www.seidahopsyconsortium.com","Not Accredited",2,20000,0,0,0.44,0.38
"5353",485,"Southern Arizona Psychology Internship Center (SAPIC)","Community Mental Health Center","504 W. 29th St. Tucson, Arizona 85713","http://www.lafronteraarizona.org/index.php?option=com_wrapper&view=wrapper&Itemid=80","Accredited",7,20000,600,50,0.53,0.1
"5365",446,"Southern Arizona VA Health Care System","Veterans Affairs Medical Center","Director of Psychology TrainingMental Health (4-116A)3601 S. Sixth Ave. Tucson, Arizona 85723","http://www.tucson.va.gov/careers/Psychology_Training.asp","Accredited",4,23974,0,0,0.34,0.1
"5377",1601,"Southern California Department of Corrections and Rehabilitation Consortium (SCDCRC)","Prison or Other Correctional Facility","R.J. Donovan Correctional Facility / California Institution for Men480 Alta Road / 14901 Central Ave.San Diego / Chino (91710), California 92179","http://www.cphcs.ca.gov/mental-health-careers.aspx","Not Accredited",14,54012,800,250,0.46,0.18
"5389",102,"Southern California Internship Consortium","Consortium","Southern California Internship Consortium601 South Lewis StreetOrange, California 92868","http://N/A","Not Accredited",2,23000,0,0,0.64,0.29
"5401",350,"Southern Illinois University","University Counseling Center","374 East Grand Ave, Mail Code 4715Counseling and Psychological Services, Student Health Services, Room 253Southern Illinois University Carbondale, Illinois 62901-4715","http://shc.siu.edu/counseling/internship/","Accredited",6,25248,450,0,0.36,0.09
"5413",464,"Southern Louisiana Internship Consortium","Consortium","Louisiana State University250 LSU Student Health Center - Mental Health ServiceInfirmary Road Baton Rouge, Louisiana 70803-2401","http://www.shc.lsu.edu/internships.html","Accredited",3,25553,300,0,0.39,0.1
"5425",370,"Southern Utah University","University Counseling Center","351 West University Boulevard Cedar City, Utah 84720","http://www.suu.edu/ss/caps/internship/internship-welcome.html","Not Accredited",2,25000,300,0,0.39,0.1
"5437",591,"Southlake Community Mental Health Center, Inc  DBA Regional Mental Health Center","Community Mental Health Center","8555Taft St. Merrillville, Indiana 46410-6199","http://www.regionalmentalhealth.org","Accredited",5,21086,500,0,0.24,0.19
"5449",642,"Southwest Behavioral & Health Services","Community Mental Health Center","3450 N. 3rd Street Phoenix, Arizona 85012","http://www.sbhservices.org","Accredited",17,24000,500,100,0.75,0.26
"5461",229,"Southwest Louisiana Psychology Consortium","Consortium","2711 Ernest Street Lake Charles , Louisiana 70601","http://swlainternship.wix.com/swlainternship","Not Accredited",2,27000,300,250,0.4,0.2
"5473",540,"Spring Grove Hospital Center","State/County/Other Public Hospital","Dept of Psychology- Tuerk Bldg55 Wade AvenueCatonsville, Maryland 21228","http://dhmh.maryland.gov/springgrove/Pages/StudentTraining.aspx  [PLEASE NOTE- our webpage currently under revision; update anticipated by end July/early August]","Accredited",4,28295,300,100,0.33,0.17
"5485",151,"Springfield Hospital Center","State/County/Other Public Hospital","6655 Sykesville Road Sykesville, Maryland 21784","http://www.dhmh.maryland.gov/springfield/SitePages/career.aspx","Accredited",2,28295,300,75,0.3,0.12
"5497",265,"St. Joseph's Healthcare, Hamilton","State/County/Other Public Hospital","Clinical Neuropsychology Service100 West 5th StreetHamilton, Ontario L8N 3K7","http://www.stjoes.ca/psychology","Not Accredited",6,31000,150,150,0.4,0.13
"5509",621,"St. Louis Psychology Internship Consortium","Consortium","University of Missouri - St. LouisOne University BoulevardSt. Louis, Missouri 63121","http://www.umsl.edu/slpic","Accredited",4,23000,200,100,0.24,0.11
"5521",611,"St. Luke's Roosevelt Hospital Center","Private General Hospital","1090Amsterdam Ave.16 Fl. New York, New York 10025","http://www.wehealny.org/professionals/residency/psych2_61id.html","Accredited",12,30000,550,50,0.31,0.11
"5533",875,"St.Vincent Neuroscience Institute, St.Vincent Indianapolis Hospital","Private General Hospital","2001 W. 86th Street, 7SEDepartment of NeuropsychologyIndianapolis, Indiana 46260","http://www.stvincent.org/St-Vincent-Indianapolis/Healthcare-Services/Neurology/Doctoral-Internship-in-Psychology.aspx","Not Accredited",2,23600,0,0,0.56,0.1
"5545",826,"Stanford University","University Counseling Center","866 Campus Drive Stanford, California 94305-8580","http://vaden.stanford.edu/caps/predoctoral.html","Accredited",3,28000,500,0,0.2,0.11
"5557",18,"State Operated Forensic Services","State/County/Other Public Hospital","100 Freeman Drive St. Peter, Minnesota 56082","http://edocs.dhs.state.mn.us/lfserver/Public/DHS-6259-ENG","Accredited",3,35156,300,75,0.22,0.12
"5569",702,"State University of New York at Albany","University Counseling Center","400 Patroon Creek Blvd., Suite 104 Albany, New York 12206","http://www.albany.edu/counseling_center/","Accredited",3,25000,450,0,0.25,0.07
"5581",630,"State University of New York at Buffalo","University Counseling Center","Counseling ServicesUniversity at Buffalo120 Richmond Quadrangle Buffalo, New York 14261-0053","http://ub-counseling.buffalo.edu/internship.shtml","Accredited",3,24996,500,0,0.37,0.08
"5593",865,"State University of New York at Oneonta (SUNY Oneonta)","University Counseling Center","101 Counseling Health and WellnessSUNY OneontaOneonta, New York 13820","http://www.oneonta.edu/development/counseling/","Not Accredited",2,20000,350,0,0.44,0.14
"5605",1677,"Staten Island University Hospital","Private General Hospital","475 Seaview Ave Staten Island , New York 07076","http://www.siuh.edu/Our-Services/Clinical-Services/Rehabilitation-Medicine/Neuropsychology-Internship-Training-Program.aspx","Not Accredited",3,24000,100,150,0.38,0.33
"5617",27,"Stony Brook University of New York","University Counseling Center","Student Health Center, Rm. 235AStadium RoadStony Brook, New York 11794-3100","http://studentaffairs.stonybrook.edu/caps/training/psychologyinternship/welcomepsychologyinternship.html","Accredited",4,27000,500,0,0.34,0.12
"5629",486,"Suffolk University","University Counseling Center","73 Tremont St., Floor 5 Boston, Massachusetts 02108","https://www.suffolk.edu/campuslife/2752.php","Accredited",3,28100,500,10,0.31,0.1
"5641",651,"Sullivan Center for Children","Child/Adolescent Psychiatric or Pediatrics","3443 W. Shaw Avenue Fresno, California 93711","http://sullivancenterforchildren.com","Not Accredited",2,18000,0,0,0.5,0.08
"5653",50,"Summit Doctoral Psychology Internship Program","Community Mental Health Center","3630 Capital Avenue, SW Battle Creek, Michigan 49015","http://www.summitpointe.org/Downloads/VPICInternshipHandbook2014.pdf","Not Accredited",2,22000,400,75,0.55,0.25
"5665",761,"SUNY Upstate Medical University","Medical School","750 East Adams Street Syracuse, New York 13210-2339","http://www.upstate.edu/psych/education/internships/psychology","Accredited",7,27489,0,0,0.4,0.15
"5677",564,"Superior Court of the District of Columbia","Other","510 4th Street, NWBldg B- Room 330Washington, District of Columbia 20001","http://www.dcappeals.gov/internet/public/aud_juvenile/predocintern.jsf;jsessionid=tFc9Px2ZyNpCb2pPpB","Accredited",3,25968,150,150,0.69,0.1
"5689",595,"Talbert House","Community Mental Health Center","2600 Victory Parkway Cincinnati, Ohio 45206","http://www.talberthouse.org/careers/internships-5/","Accredited",4,21000,500,75,0.43,0.25
"5701",494,"Tarzana Treatment Centers","Community Mental Health Center","18646 Oxnard St., Tarzana, California 91356","http://www.tarzanatc.org","Accredited",5,22880,300,0,0.58,0.06
"5713",203,"Temple University","University Counseling Center","1810 Liacouras Walk, 5th Floor Philadelphia, Pennsylvania 19122","http://www.temple.edu/studentaffairs/counseling/PredoctoralInternships.htm","Accredited",4,25000,400,50,0.29,0.13
"5725",451,"Tennessee Internship Consortium in Psychology","Consortium","LTVEC/TIC1432 E. Lee HighwayLoudon, Tennessee 37774","http://ticltvec.org","Accredited",4,19100,0,0,0.37,0.24
"5737",598,"Terry Children's Center- Delaware Division of Prevention and Behavioral Health Services","Child/Adolescent Psychiatric or Pediatrics","10 Central Avenue New Castle, Delaware 19720","","Accredited",3,17500,500,0,0.36,0.11
"5749",578,"Tewksbury Hospital","State/County/Other Public Hospital","365 East Street, Medical Services DepartmentTewksbury, Massachusetts 01876-1998","","Accredited",3,18000,0,0,0.35,0.11
"5761",314,"Texas A&M University","University Counseling Center","Cain Hall1263 TAMUCollege Station, Texas 77843-1263","http://scs.tamu.edu/?q=node/11","Accredited",4,29020,350,5,0.21,0.12
"5773",346,"Texas Child Study Center","Child/Adolescent Psychiatric or Pediatrics","1600 W 38th StreetSuite 212Austin, Texas 78731","http://www.dellchildrens.net/TCSC","Accredited",4,26000,500,200,0.33,0.16
"5785",1509,"Texas Juvenile Justice Department","Prison or Other Correctional Facility","116 Burleson Rd. Mart, Texas 76664","http://tjjdinternship.org","Accredited",4,33000,450,50,0.5,0.21
"5797",569,"Texas State University","University Counseling Center","LBJSC 5-4.1601 University DriveSan Marcos, Texas 78666","http://www.counseling.txstate.edu","Accredited",3,30000,400,0,0.38,0.12
"5809",594,"Texas Tech University","University Counseling Center","Box 45008 Lubbock, Texas 79409-5008","http://www.depts.ttu.edu/scc","Accredited",4,28000,350,0,0.44,0.17
"5821",385,"Texas Woman's University","University Counseling Center","PO Box 425350 Denton, Texas 76204-5350","http://www.twu.edu/counseling/","Accredited",3,31519,0,0,0.41,0.11
"5833",647,"The  Emily Program","Private Outpatient Clinic","2265 Como Ave.St. Paul, Minnesota 55108","http://www.emilyprogram.com","Not Accredited",2,20000,1000,150,0.43,0.2
"5845",171,"The Catholic University of America","University Counseling Center","620 Michigan Ave, NE127 O'Boyle HallWashington, District of Columbia 20064","http://counseling.cua.edu/graduate/gpsyintern.cfm","Accredited",3,25200,400,0,0.27,0.12
"5857",303,"The Chicago School Community Internship Consortium","Consortium","325 N Wells StOffice 310Chicago, Illinois 60654","http://ego.thechicagoschool.edu/s/843/index.aspx?sid=843&gid=8&pgid=5032","Not Accredited",7,24500,400,100,0.61,0.18
"5869",1598,"The Chicago School of Professional Psychology Counseling Center","Community Mental Health Center","1990 Westwood BoulevardSuite 330Los Angeles, California 90025","http://counseling.tcscenters.org","Not Accredited",2,27500,0,0,0.5,0.29
"5881",179,"The Children's Assessment Center","Community Mental Health Center","2500 Bolsover Street Houston, Texas 77005","http://www.cachouston.org","Not Accredited",2,21000,250,0,0.43,0.1
"5893",189,"The Children's Center","Private Outpatient Clinic","350 S 400 E Salt Lake City, Utah 84111","http://www.tccslc.org","Not Accredited",2,22000,600,100,0.54,0.14
"5905",705,"The Children's Hospital of Philadelphia","Child/Adolescent Psychiatric or Pediatrics","The Children's Hospital of PhiladelphiaPsychology Internship Training Program3440 Market Street, Suite 410 Philadelphia, Pennsylvania 19104-4388","http://www.chop.edu/professionals/psychology-training-program/home.html","Accredited",7,24000,250,250,0.22,0.16
"5917",889,"The Clinical Psychology Internship Program at the University of Vermont","Academic Health Center","2 Colchester Ave?Burlington, Vermont 05405-0134","http://www.uvm.edu/~psych/graduate/?Page=BTPC/CPIP/CPIP.html&SM=CPIPsubmenu.html","Accredited",3,23000,0,0,0.53,0.25
"5929",1462,"The George Washington University","University Counseling Center","800 21st Street, NWGround FloorWashington, District of Columbia 20052","http://counselingcenter.gwu.edu","Not Accredited",2,26000,500,0,0.47,0.14
"5941",585,"The Guidance Center","Community Mental Health Center","500 Limit Street Leavenworth, Kansas 66048","http://www.theguidance-ctr.org","Not Accredited",2,24000,300,50,0.55,0.12
"5953",844,"The Guidance Center","Community Mental Health Center","1301 Pine Ave Street Address (line 2)Long Beach, California 90813","http://www.tgclb.org","Accredited",4,29500,400,0,0.26,0.11
"5965",169,"The Help Group","Community Mental Health Center","13130 Burbank Blvd. Sherman Oaks, California 91401","http://www.thehelpgroup.org/professional/pre-doctoral-internships","Accredited",5,28000,450,0,0.3,0.1
"5977",378,"The Hincks-Dellcrest Centre","Community Mental Health Center","440 Jarvis Street Toronto, Ontario M4Y 2H4","http://www.hincksdellcrest.org (Click educational placement, then psychology placement)","Not Accredited",3,26000,0,0,0.77,0.15
"5989",715,"The Lake Michigan Internship Consortium","Consortium","Argosy University, Chicago 225 N. Michigan Avenue, Suite 1300Chicago, Illinois 60601","https://mycampus.argosy.edu/portal","Not Accredited",5,20000,300,100,0.86,0.24
"6001",295,"The May Institute, Inc.","Other","41 Pacella Park Drive Randolph, Massachusetts 02368","http://www.mayinstitute.org","Accredited",5,25000,700,0,0.56,0.1
"6013",127,"The Ottawa Hospital","Psychology Department","501 Smyth Rd.,Suite 7300, Psychology Dept.Ottawa, Ontario K1H 8L6","http://www.ottawahospital.on.ca/wps/portal/Base/TheHospital/OurModelofCare/ProfessionalTeam/Psychology/TrainingProgram","Not Accredited",4,30000,0,0,0.41,0.2
"6025",231,"The Royal Ottawa Health Care Group","State/County/Other Public Hospital","Royal Ottawa Mental Health Centre1145 Carling AvenueOttawa, Ontario K1Z 7K4","http://www.theroyal.ca/","Not Accredited",7,30000,0,0,0.32,0.17
"6037",178,"The School at Columbia University","School District","556 W. 110th Street New York, New York 10025","http://www.theschool.columbia.edu","Not Accredited",3,25000,0,0,0.29,0.14
"6049",850,"The University of Chicago Medicine","Academic Health Center","5841 S. Maryland Ave.MC 3077Chicago, Illinois 60637-3077","http://www.psychiatry.uchicago.edu","Accredited",5,26523,600,600,0.31,0.06
"6061",612,"The University of Oklahoma Health Sciences Center","Consortium","P.O. Box 26901-WP 3440920 Stanton L. Young Blvd., WP 3440Oklahoma City, Oklahoma 73126-0901","http://www.oumedicine.com/clinical-psychology-internship","Accredited",9,24014,0,0,0.31,0.18
"6073",305,"The University of Tennessee-Knoxville","University Counseling Center","1800 Volunteer Boulevard Knoxville, Tennessee 37996-3103","http://utk.edu/counselingcenter","Accredited",4,32916,300,0,0.29,0.12
"6085",766,"The University of Texas at Austin","University Counseling Center","100 West Dean Keeton St., Stop A3500 Austin, Texas 78712-1099","http://cmhc.utexas.edu","Accredited",4,30000,450,0,0.28,0.11
"6097",769,"The University of Utah Neuropsychiatric Institute","Private Psychiatric Hospital","501 Chipeta Way Salt Lake City, Utah 84108","http://healthcare.utah.edu/uni/internship","Accredited",4,25000,500,100,0.55,0.12
"6109",421,"The Village for Families & Children, Inc.","Community Mental Health Center","331 Wethersfield Ave Hartford, Connecticut 06114","http://www.thevillage.org","Accredited",4,22476,0,0,0.27,0.18
"6121",674,"The Watershed Addiction Treatment Program","Other","200 Congress Park Drive, Suite 100 Delray Beach, Florida 33445","http://www.thewatershed.com","Not Accredited",2,20000,0,0,0.46,0.25
"6133",1389,"The Wright Institute Integrated Health Psychology Training Program","Community Health Center","2728 Durant Avenue Berkeley, California 94704","http://wi.edu/training-ihptp","Accredited",8,25000,450,50,1,0.36
"6145",454,"Torrance State Hospital","State/County/Other Public Hospital","P. O. Box 111 Torrance, Pennsylvania 15779-0111","","Not Accredited",3,24882,0,0,0.48,0.14
"6157",438,"Towson University","University Counseling Center","Counseling CenterTowson UniversityTowson, Maryland 21252-7097","http://www.towson.edu/counseling/training/internship/","Accredited",3,25000,350,0,0.22,0.12
"6169",252,"Travis County Juvenile Probation Department","Prison or Other Correctional Facility","2515 South Congress Avenue Austin, Texas 78704","","Accredited",4,28000,500,50,0.39,0.15
"6181",444,"Trenton Psychiatric Hospital","State/County/Other Public Hospital","P.O. Box 7500 West Trenton, New Jersey 08628","http://www.state.nj.us/humanservices/dmhas/resources/services/treatment/tph.html","Accredited",4,28380.93,500,100,0.39,0.11
"6193",683,"Trinitas Regional Medical Center","Private General Hospital","655 East Jersey StreetChild/Adolescent Outpatient DeptElizabeth, New Jersey 07206","http://www.trinitashospital.org/misc/Trinitas_Internship_Brochure_2015-2016.pdf","Accredited",4,20000,500,50,0.22,0.11
"6205",257,"Trinity Services, Inc.","Other","301 Veterans Parkway New Lenox, Illinois 60451","http://www.trinity-services.org","Not Accredited",2,20000,0,0,0.75,0.13
"6217",537,"Tripler Army Medical Center","Armed Forces Medical Center","1 Jarrett White Road Honolulu, Hawaii 96859-5000","http://www.tamc.amedd.army.mil/offices/Psychology/training.htm","Accredited",6,86311,500,150,0.67,0.15
"6229",330,"Tulane University School of Medicine (formerly Health Sciences Center)","Medical School","1430 Tulane Avenue, #8055 New Orleans, Louisiana 70112","http://tulane.edu/som/departments/psychiatry/psychology/psychology-welcome.cfm","Accredited",5,25179,300,250,0.35,0.11
